,Date,change,News
1471,2019-09-05,1,"['Bitcoin up  Apple said to have interest in Crypto', 'Hong Kong leader says China  respects and supports  withdrawal of extradition bill', 'China s Weibo takes down Instagram like app after logo plagiarism spat', 'China hacked Asian telcos to spy on Uighur travelers  sources', 'Apple places  7 billion in return to bond market', ' We re Watching Crypto    Apple Exec Acknowledges Long Term Potential', 'Sony appeals to film lovers with slimline Xperia 5 smartphone', 'GM will use Google to power future infotainment systems', 'Apple Exec Says Cryptocurrency  Interesting    Has Long Term Potential']"
1472,2019-09-06,-1,"['App attempts a rare trick in China  online privacy', 'Texas AG says will announce multistate probe into Big Tech on Monday', 'Price Analysis 06 09  BTC  ETH  XRP  BCH  LTC  BNB  EOS  BSV  XMR  XLM']"
1473,2019-09-09,-1,"['Apple alters search algorithms to deliver fewer of its own apps  NYT', 'Day Ahead  Top 3 Things to Watch', 'Asian Equities Mixed  Chinese Stocks Down on Weak Inflation Data', 'Apple  Foxconn Broke a Chinese Labor Law to Build Latest iPhones', 'Apple  Foxconn say they overly relied on temporary workers in China', 'U S  Stock Futures Point to Modest Gains in Subdued Trade', 'U S  states launch antitrust probe of big tech  Google ads in focus']"
1474,2019-09-10,1,"['Day Ahead  Top 3 Things to Watch', 'Asian Stocks Mixed  Apple Suppliers Outperform Following iPhone 11 Reveal Event', 'EU executive keeps Vestager in competition  puts Irishman in trade role', 'Bond Bonanza Gives Traders a Chance to Tidy Up', 'Stocks   Apple  Facebook  Ford Fall in Premarket Trade']"
1475,2019-09-11,1,"['European shares rise as Beijing reins in tariff moves', 'Apple s new  lower priced iPhone draws tepid response in Asia', 'NewsBreak  Boeing  Apple  Small Caps Lead Market Higher']"
1476,2019-09-12,-1,"['Foxconn s Gou quits Taiwan s KMT  paving way for presidential bid', 'Apple s new iPhones shift smartphone camera battleground to AI']"
1477,2019-09-13,-1,"['NewsBreak  Apple Rejects Goldman Thesis  Says TV  Won t Hit Profit', 'Apple counters Goldman call on  negative impact  of Apple TV  trial', 'S P edges lower as Apple weighs  trade tensions ease', 'Apple has sour reaction to Goldman Sachs  analyst note', 'Apple  Facebook  Amazon  Google emails demanded in U S  House panel probe', 'NewsBreak  House Asks Tech Giants for Documents in Antitrust Probe', 'Stocks   Broadcom  Merck Fall in Premarket  Amazon Rises', 'Stocks   Dow and S P Rise on Trade Hope  Nasdaq Falters']"
1478,2019-09-16,1,"['Osram advises investors to accept  4 8 billion offer from AMS', 'LG Display to replace its chief executive amid mounting losses', 'Apple Takes on EU s Vestager in Record  14 Billion Tax Fight', 'AB InBev Among 39 Firms Targeted by New EU Probe on Belgian Tax', 'In a surprise move  Foxconn s Gou drops Taiwan s presidential bid', 'Order checks for Apple s new iPhone bode well  analysts']"
1479,2019-09-17,1,"['Apple awards iPhone supplier Corning  250 million from U S  manufacturing fund', 'Top 5 Things to Know in the Market on Tuesday', 'Top U S  antitrust regulators admit to infighting on big tech probe', 'LG Display seeks job cuts amid mounting financial losses']"
1480,2019-09-18,1,"['Facebook unveils new Portal video chat  TV streaming devices', 'Apple taps recycled rare earth elements for iPhone parts', 'Britain aims to make sure women s sports air on free TV', 'Comcast gives away Xfinity Flex TV device  pounding shares of Roku', 'Apple spars with EU as  14 billion Irish tax dispute drags on', 'As China s Economy Slows  Why the World Should Care', 'Make smartphones last longer to cut emissions in EU  activists  report']"
1481,2019-09-19,-1,"['Huawei talks up own apps with Mate 30 challenge to Apple  Samsung', 'Amazon vows to be carbon neutral by 2040  buying 100 000 electric vans']"
1482,2019-09-20,-1,"['Exclusive  Fitbit considers whether it should explore a sale   sources', 'Few U S  lawmakers hit  like  button after Facebook CEO visits Capitol Hill', 'No crowds as Apple s iPhone 11 hits stores in China', ' Stocks   Wall Street Rises on Hopes of Trade Progress  Central Bank Easing', 'Taiwanese businesses look to India as alternative to China', 'Netflix chief says  The Crown  will look a bargain after streaming explosion', 'EU court ruling on Starbucks  Fiat million euro tax orders on September 24']"
1483,2019-09-23,-1,"['Apple to make new Mac Pro PCs in U S  after some tariff exemptions', 'Google launches subscription service for select apps and games', 'Oprah picks slavery novel for Apple TV book venture  says done with talk shows', 'NewsBreak  Consumer Stocks  Lululemon  Apple Pull S PSlightly Higher', 'Wall Street ends flat as mixed economic data signals caution', 'Trump and Modi Hand in Hand on Border Security at U S  Rally']"
1484,2019-09-24,-1,"['Starbucks wins  Fiat loses in EU tax fights', 'Stocks   Facebook  Starbucks Rise in Premarket  Blackberry Slumps', 'Stocks   Wall Street Jumps as Mnuchin Confirms Trade Talks', 'Top 5 Things to Know in the Market on Tuesday', 'Wall Street drops on Trump s trade comments  weak consumer data', 'Samsung Display plans  11 billion investment in South Korean LCD plant  report']"
1485,2019-09-25,1,"['How a sanctions busting smartphone business thrives in North Korea', 'U S  Justice Department to open Facebook antitrust investigation  source', 'Chinese hackers who pursued Uighurs also targeted Tibetans  researchers', 'WeWork chief Neumann s top lieutenants step up as successors', 'Chinese hackers who pursued Uighurs also targeted Tibetans  researchers', 'Dozens of Hong Kong protesters appear in court on rioting charges', 'GM calls on Alexa to give vehicles more skills', 'Amazon brings Samuel L  Jackson s voice to Alexa and announces voice controlled glasses']"
1486,2019-09-26,-1,"['Amazon develops longer range wireless network for IoT devices', 'Apple supplier Japan Display loses out on Chinese funds  bailout at risk']"
1487,2019-09-27,-1,"['Apple will seek theater deals for movies before streaming  WSJ', 'Battle to woo trade war s corporate refugees intensifies']"
1488,2019-09-30,1,"['Stocks   U S  Futures Rise After White House Downplays Chinese Listing Measures  ', 'Stocks   Wall Street Rises as Chinese Capital Curbs Downplayed ', 'Apple Is Denied Tariff Relief on Five Mac Pro Parts After Staying in Texas']"
1489,2019-10-01,-1,"['TSMC counter sues U S  chip rival GlobalFoundries for patent infringement', 'Stocks   U S  Futures Point to Positive Start to Q4']"
1490,2019-10-02,-1,['London court allows mass claim against Google over iPhone data']
1491,2019-10-03,1,"['Apple chief says against ceiling on hiring of qualified migrants', 'Apple chief weighs in against setting up digital currency', 'Italy prosecutors open Netflix tax evasion investigation  source']"
1492,2019-10-04,1,"['Stocks  Apple Rises in Premarket  Facebook  HP Fall', 'U S  Chamber of Commerce  other business groups oppose Trump on  Dreamers ', 'Apple raises production of iPhone 11 models by about 10   Nikkei', 'Price Analysis 04 10  BTC  ETH  XRP  BCH  LTC  EOS  BNB  BSV  XLM  LEO', 'U S  stocks higher at close of trade  Dow Jones Industrial Average up 1 42', ' Goldilocks  jobs data propels Wall St  to best day since August', 'Apple Is Raising IPhone 11 Output by Up to 10   Nikkei Says', 'Apple Will Not Create Its Own Digital Currency Like Facebook  Says CEO', 'European stocks aided by Fed hopes even as worst week in a year looms', 'Top 5 Things to Know in the Market on Friday', 'Stocks   U S  Futures Down Ahead of Payrolls as Bounce Fades']"
1493,2019-10-07,1,"['U S  Supreme Court snubs University of Wisconsin appeal in patent fight with Apple', 'State attorney general group probing Facebook could expand to 40  source', 'Apple supplier Japan Display says aiming for a bailout deal this month', 'U S  Supreme Court kicks off new term  with Justice Thomas absent', 'NewsBreak  IPhone Demand Sends Apple to 52 Week High', 'Stocks   S P Pulls Back on Trade Uncertainties']"
1494,2019-10-08,-1,"['Strong smartphone sales raise hopes of Samsung turnaround', 'China state newspaper criticizes Apple for app use by Hong Kong protesters']"
1495,2019-10-09,0,"['Apple Gains Midday on More iPhone 11 Enthusiasm', 'Wearable device Fitbit to shift production out of China from January', 'Samsung Display Plans to Invest 11B to Develop Next Generation Display Technology', 'Stocks   U S  Futures Rise as China Offers to Buy American Agricultural Goods ', 'Stocks grind higher as investors cling to trade truce hopes', 'Multinationals face heftier tax hit in biggest overhaul for decades']"
1496,2019-10-10,1,"['Aramco to Give Green Light for World s Biggest IPO Next Week', 'Google pulls Hong Kong protester role playing app', 'Apple pulls app used to track Hong Kong police  protesters', 'Samsung Display to invest  11 billion by 2025 amid industry oversupply', 'UK s IQE to take over Singapore joint venture', 'Apple Pulls App That Tracks Police Activity in Hong Kong']"
1497,2019-10-11,1,"['Stockbeat  Apple Hits All Time High as Wall Street Talks up Streaming Potential', 'Don t Call It QE Even if the Market Reacts Like It s QE', 'Wall Street jumps but ends off highs after partial trade deal', 'Silver haired sit in  face mask party protests planned for Hong Kong', 'Dyson Becomes Latest Sign That Electric Car Bubble Is Bursting', 'Dyson Becomes Latest Sign That Electric Car Bubble Is Bursting']"
1498,2019-10-14,1,"['Stocks  Boeing  Facebook  Apple All Fall in Premarket', 'N  Korean Hackers  New MacOS Malware Hides Behind Fake Crypto Firm']"
1499,2019-10-15,-1,"['India looks into Flipkart  Amazon festive discounts after retailer complaints', 'Google unveils Pixel 4 phones with radar  more affordable laptop', 'Big banks say U S  consumers sturdy as businesses quiver with growth fears', 'House investigators say they have begun receiving data from big tech firms']"
1500,2019-10-16,1,"['U S  chipmaker Broadcom told to stop exclusivity deals till EU probe ends', 'Weak U S  retail sales cast pall over slowing economy', 'Netflix Rallies After Overseas Growth Eases Investor Worries']"
1501,2019-10-17,1,"['Stocks   Netflix  Morgan Stanley Rise Premarket  IBM Slumps', 'Fitbit in healthcare partnership to take on Apple Watch', 'Startup headed by ex Apple engineer aims to eliminate smartphone buttons', 'Comic  Wall Street s Q3 Earnings Season Gets Off To A Strong Start']"
1502,2019-10-18,1,"['Apple s Cook meets China regulator after pulling Hong Kong app', 'Apple s star studded  The Morning Show  joins  MeToo conversation', 'House antitrust probe report likely by  first part  of 2020', 'Kashmir apple trade picks up again under shadow of militant attacks']"
1503,2019-10-21,1,"['Apple Gains on Price Target Boost at Raymond James', 'Apple starts selling locally assembled iPhone XR in India']"
1504,2019-10-22,-1,"['Apple CEO Cook named chairman of top Chinese business school s advisory board', 'Guitar maker Fender hopes to rock revenues with digital song learning app', 'Facebook probe by U S  states expands to 47 attorneys general', 'Asian Markets Fall  Brexit Set for Another Delay', 'AMS posts third quarter revenue jump  sees strong demand from Apple  others', 'Trade tensions  jibes at U S  overshadow Chinese cyber conference']"
1505,2019-10-23,1,"['U S  Justice Department bolsters antitrust staff to work on online platform probe', 'Apple offers Japan Display more support with shorter payment periods  source', 'Stocks   Wall Street Mixed After Weak Caterpillar  Texas Instruments Earnings']"
1506,2019-10-24,-1,"['STMicro lifted by smartphone sensors and new auto chips', 'OECD tax overhaul must recognize value created in Ireland  minister', 'Tesla overtakes GM as most valuable U S  automaker  short sellers burned']"
1507,2019-10-25,1,"['United Airlines says in talks with Apple on San Francisco airport upgrade', 'In tweet  President Trump laments loss of iPhone home button']"
1508,2019-10-28,1,"['Exclusive  Google owner Alphabet in bid to buy Fitbit   sources', 'VW ramps up China electric car factories  taking aim at Tesla', 'TSMC  GlobalFoundries settle patent disputes', 'Lego Builds a New Headquarters to Compete With Apple and Nike', 'Spotify shares surge after surprise profit  rise in paid users', 'Exclusive  Google owner Alphabet in bid to buy Fitbit   sources', 'Apple launches AirPods Pro at  249']"
1509,2019-10-29,-1,"['Trump White House Wants Direct Control Over Where Cars Are Made', 'Apple Pay in EU antitrust spotlight as regulators seek details', 'Day Ahead   Top 3 Things to Watch', 'Samsung Elec shows off new design for square folding phone', 'Where U S  presidential candidates stand on breaking up Big Tech', 'Comic  Fed  Apple Earnings   Jobs Data  Traders Have A Lot To Juggle This Week']"
