Text,Sentiment
Gap Down Opening Likely For Sensex Nifty Amid Coronavirus Crisis,-1
HD bullish result ong beat 67 24 Stop loss 66 64,1
World Already In Recession Emerging Markets Need Trillion IMF Kristalina Georgieva,-1
user HD bullish result ong beat 67 24 Stop loss 66 64,1
Grocery Tycoon Kishore Biyani Battle To Keep His Company Afloat,-1
SWI still hold well yet emerge consolidation,1
Vistara Calls For Mandatory Leave Without Pay For 3 Days For Senior Employees,-1
JPM 4 last 8 days saw distribution may yet test 50dma little damage longer term,1
Domestic Flights Suspension Extended Till April 14 Amid Coronavirus,-1
Would play wait see add SPW add SCTY dip,1
Amazon Flipkart Operations Being Disrupted Amid Lockdown Report,-1
SWY watch list close line volume 16 full day average,1
Sensex Nifty End Mixed Despite RBI Steep Reo Rate Cut,-1
V might still get flush 152 longer term solid,1
Rupee Jumps To Return To 74 Levels Against Dollar After RBI Announcements,-1
APP Eric Beder Brean Capital launch APP An nsinkable Brand Initiating Coverage APP Buy ating 2 PT,1
IndusInd Bank Crashes 27 From Day High As Trading Volume Spikes,-1
AEE quiet refuge recent storm,1
SpiceJet Expects A Surge In Demand As The Virus Is Contained,-1
AXTI Starting look strong 3x avg volume First upside target 3 6,1
RBI Refrains From Giving Inflation Outlook Says GDP Projections At Risk,-1
AAP I still hop big Split shareholders meet bring value investors chase away hedgies,1
RBI Surpassed Market Expectations Experts On Surprise 0 75 Rate Cut,-1
AAP new strategy I purchase Jan 2015 able scalp premium back time,1
RBI reduce Cash Reserve Ratio 100 basis point,-1
MS make turn back 23 call CHEAP,1
RBI cut reverse repo rate 90 basis point 4,-1
ed Daily Weekly Triangle DEPO Cover Short Net Profit 24 338 00 3 31,1
RBI Cuts Rates To Tide Over Disruptive Impact Coronavirus,-1
NBS A Steal level,1
RBI cut repo rate 4 4 5 15 unscheduled Monetary Policy Committee meet,-1
long AAP 439 5,1
Moody Cuts India GDP Growth Forecast To 2 5 In 2020,-1
ZCS My PPS dollar There reason stop go 5 dollars IMHO,1
Moody cut India economic growth forecast 2 5 2020 5 3 Press Trust India,-1
V pound table one outperform SPY MA need follow thru seal deal,1
Global Oil Refiners To Deepen Output Cuts As Coronavirus Destroys Demand,-1
HN try hold bottom channel,1
Moody Warns Of Downgrading Tata Motors,-1
AAP MO add Dow 4 6 1 split,1
Exchanges Cut Trading Hours For Commodity Trading Amid Coronavirus,-1
AAP know tail wag dog 3M share whole mrkt hold except FB BBY,1
Sensex Nifty Surge For Third Straight Day Led By Banking Shares,-1
AAP little pop taste hedge fund pile back BEWAE short come soon,1
Rs 1 7 Lakh Crore Package For Migrant Workers Poor Finance Minister Nirmala Sitharaman,-1
AAP value 450 share keep plaything ultra rich us like play pool,1
Banks Plan To Shut Down Most Branches During Lockdown Report,-1
XCO 6 52 technical support 6 min downside nice upside largest shareholder Wilbur oss NG price Caution oss sell,1
When Will Coronavirus Hit Global Markets Heal 12 Charts To Monitor,-1
AAP rumour news Idontthinkso know many sellers 437,1
Sensex Nifty Likely To Open Lower,-1
SII Sold position 2 09 today want lighten stock go uncertainty week still largest hold,1
Aviation Industry Stares At Loss Of Up To Billion In Q1 Due To Travel Ban,-1
AAP OK bear pool,1
Coronavirus Crisis GoAir Decides To Reduce Pay Across Board,-1
AW eod trade catch short long 2 18,1
Sensex soar 1 650 point Nifty hit 8 250 amid broad base buy Axis Bank ICICI Bank Kotak Mahindra Bank jump 10,-1
AMN BY AY FCX ABX GOO GDX GDXJ GDX GGGG GT near low nice entry point GD SV exposure pay SDIV,1
Sensex open 174 point lower 26 500 Nifty start day 7 750 India begin 21 day lockdown fight coro,-1
user ZNGA 3 report NJ sign Online Gaming Bill,1
Sensex Nifty Likely To Open Lower After A Day Breather,-1
SVM come approx50 SV price may swing Straddle options H SVC SI miners gain exposure SV DSV HDGE,1
Monitoring Stock Market Volatility Assures Nirmala Sitharaman,-1
ZNGA Zynga close Timonium video game studio broader consolidation Feb 26 Ticking post ong ZNGA,1
May consider suspend Section 7 9 10 Insolvency Bankruptcy Code later stage exist,-1
AVY Over 92 66,1
For financial year 2019 20 independent directors company able hold even one meet,-1
EV 40 72,1
Excise On Petrol Diesel To Go Up By Rs To Fund Covid 19 Fight,-1
EXH Over 24 90,1
Sensex Nifty Plunge 13 After A Day Breather Amid Coronavirus Fears,-1
STZ Over 45 00,1
Sensex end 3 935 point lower Nifty settle 7 610 market take 13 hit day breather amid coronavi,-1
NIS time run higher Breaked descend line,1
Millions Of Jobs Threatened In Retail Sector As Coronavirus Hits Sales Revenues,-1
Trade Ideas TIF PSN O F short,1
Sensex plummet 3 500 point Nifty crack 7 750 market extend losses financial stock worst hit,-1
APA perfect DeMark sequential 9 buy today start long yesterday,1
Sensex Nifty Resume Trading After 45 Minute Halt As Coronavirus Batters World Markets,-1
GMC watch 30 O flag,1
Sensex 3 270 point 26 646 Nifty near 7 800 market resume trade 45 minute halt amid coronaviru,-1
HBAN Huntington Bank aunches Spartans Debit Card Michigan State niversity Fans ong beat 6 92 Stop loss 6 86,1
Rupee Drops Below 76 Mark Against Dollar Amid Coronavirus Crisis,-1
Transports move pretty strongly morning JBHT KS NP AGT,1
Trading Halted For 45 Minutes As Sensex Nifty Plunge 10 Amid Coronavirus Lockdowns,-1
BAC Home SAles Out VEY GOOD,1
Trading halt 45 minutes market fall 10 coronavirus jitters Sensex 2 992 point 26 924 Nifty,-1
AAP I would prefer hit bottom early start long climb,1
Sensex Plunges Over 2 700 Points Nifty Hits 7 950 As Coronavirus Led Lockdowns Hurt Global Markets 10 Things To K,-1
overall market AAP go GOOG pop 800,1
Sensex open 2 307 point lower 27 609 Nifty 7 946 global stock tumble amid lockdowns coronaviru,-1
Southern Comfort tasty OOPS I mean SCCO JJC,1
Markets Likely To Open Sharply Lower,-1
user iSwing I like AN FS different sectors look good,1
Coronavirus Crisis Global Stocks Crumble As More Countries Shut For Business,-1
NKD deliver knockout punch short still fight beast,1
Recovery Will Take A Long Time Say Analysts After Markets Suffer 12 Weekly Loss,-1
DDD let us see break 36 50 hold today former resistance level,1
Hero Fiat Shut Manufacturing Plants In View Of Coronavirus,-1
AAP innovation dead What best sell computer iPad mini release iWatch iTV,1
Market Regulator Sebi Tightens Norms To Limit Volatility On Coronavirus,-1
buy C today,1
As Coronavirus Derails Business Banks Seek More Time For Bad Loan Classification,-1
AAP historically release significant new product every 2 3 yrs iPod iPhone iPad iPad mini,1
Rupee Gains By 34 Paise To 74 78 Against Dollar,-1
user TJX stop loss 43 91 beat 44 27,1
Coronavirus Crisis Fitch Lowers 2020 21 India Growth Forecast To 5 1,-1
X nited States Steel Corp option traders bet 670K 4 5 move May Expiration,1
Airline Industry Crisis Deepens As Coronavirus Pain Spreads,-1
V look better swing trade long base highs,1
Sensex Nifty Extend Losses To Fourth Day In A Row Amid Coronavirus Scare,-1
CF 30 min O trigger earlier,1
Sensex end 581 point lower Nifty give 8 300 market extend losses fourth day amid coronavirus scare,-1
AAP 480 call Timmy Cooks investor meet 42,1
Foreigners Turn Net Sellers Of Asian Bonds In February On Coronavirus Fears,-1
PCN book acceleration could drive multiple expansion go forward,1
Rupee Sheds 1 To Hit Record Low Of 74 99 Versus Dollar Amid Virus Fear 10 Points,-1
user znga want see 10 day ema cross 200 SMA confirmation entry trade,1
Gap Down Opening For Sensex Nifty As Coronavirus Continues To Batter Global Markets,-1
Equity Alpha QCOM long watch New chip Internet Everywhere appeal B 65 70 Tgt 67 50,1
Sensex open 1 096 point lower 27 773 Nifty 8 063 selloff global market continue coronavirus sca,-1
watch CME today possible breakout,1
Sensex Nifty Likely To Start Session Sharply Lower In Gap Down Opening,-1
VBD may move back,1
Banks Shelve Fundraising As Coronavirus Derails Markets Report,-1
SPW First Solar Showing Signs Fatigue SunPower Yes First Solar No,1
Sensex Nifty Crash 15 In Three Trading Sessions On Coronavirus Fears,-1
FIO reversal,1
Gold Futures Drop Over 2 To Rs 39 354 Per 10 Grams,-1
I like H,1
Sensex Nifty Turn Negative Amid Choppy Trade,-1
TJX stop loss 44 04 beat 44 43,1
Global Stocks Shaky After Worst Crash Since Black Monday,-1
AAP Massive volume,1
Sensex Falls Over 400 Points Nifty Near 9 000 Amid Volatile Trade,-1
EA break,1
Coronavirus Pandemic Can Affect Economic Activity In India Shaktikanta Das,-1
TSO I see one mention Matrix lot today I see Nice flag 20 ema bounce,1
Coronavirus affect global financial market RBI Governor Shaktikanta Das pandemic,-1
user New Jersey Nevada egalize Online Gambling Good News For Zynga ZNGA,1
Sensex end 2 713 point lower Nifty settle 9 197 market drop 8 amid coronavirus scare Sensex Nifty MarketUpdates,-1
TXN watch list back line volume 45 full day average,1
Weak Listing For SBI Cards Shares Fall 12 At Debut,-1
GEVO Gevo An ndervalued Spec Play With arge Short Interest And Trading Below Cash Value,1
Sensex Falls Over 1 950 Points Nifty Below 9 400 Amid Coronavirus Fears,-1
user Somebody explain AAP user board Best snake oil salesman world go 2M 500M 10 yrs,1
Sensex open 1 000 point lower 33 103 Nifty 9 588 coronavirus batter global market Sensex Nifty MarketUpdates,-1
user CAPES Bloomberg say permanent holder AAP What I miss buy 10 return 100 div yr,1
Sensex Nifty Likely To Open Sharply Lower Today Yes Bank Shares In Focus,-1
AAP AWAYS ignore Wall Street want Nobody complain stock go,1
Wall Street Jumps After Worst Day Since 1987,-1
MPC Marathon Petroleum Option traders bet 2 4 million 21 move July 8 million dollar payday,1
February Trade Deficit At Billion,-1
AAP sure like 444,1
Indian Stocks Rebound Sharply But Suffer Worst Week Since 2009,-1
user TJX stop loss 44 34 beat 44 59,1
Market Fall Significantly Lower Than Global Peers Says Regulator Sebi,-1
ove price action far consider tensions volatility GOOG NKD strut long,1
Sensex Nifty Trim Losses As Markets Resume Trading After 45 Minute Halt,-1
AEG 30 min O 1 overlay 20 ema cruise higher,1
Rupee Hits Record Low Of 74 50 Against Dollar Amid Coronavirus Scare,-1
I want sell NKD chat instead reverse jinx feel like 200,1
Trading Stops For 45 Minutes As Markets Slide 10 Amid Global Selloff,-1
HBAN Huntington Bank stop loss 6 96 ater beat 7 03,1
Sensex Opens 1 564 Points Lower Nifty Starts Day At 9 108,-1
VZ even flinch new utility choice,1
Sensex open 1 564 point lower 31 214 Nifty start day 9 108 amid record fall global market corona,-1
While world wait Apple remake television industry Netflix beat punch AAP NFX,1
Crude Oil Falls For Third Straight Day Set For Worst Week Since 1991,-1
user AAP finish green I predict I agree,1
Worst Day For US Markets Since 1987 As Coronavirus Triggers Recession Fear,-1
SPW 60 min,1
Coronavirus Scare Global Markets Suffer Record Meltdown As Global Virus Alarm Grows,-1
CEE user overbought 60,1
Sensex Nifty Set For Another Day Of Mayhem Amid Global Selloff Coronavirus Fear,-1
user GOOG AAP really show They look like male peacocks AAP 10X volume 2X market cap,1
US Markets Crash Again As Dow Plunges 1 700 Points In Early Trade,-1
CEE 30 min O update nice trigger early,1
Tourist Industry Sees Crisis Looming From Coronavirus Visa Ban,-1
user AAP Did I miss something Is actual reason movement downdraft,1
World Economy Powering Down Daily Makes Recession More Likely,-1
Waiting big rotation profit takers get Vapour ware back AAP DIV high EPS low P,1
Indian Stocks Crash To Worst Day Since 2008 As Pandemic Fuels Growth Fears,-1
QCO pick long term position,1
Rupee Drops By 82 Paise To 74 50 Against Dollar As Coronavirus Spooks Markets,-1
user buy dip 35 dip enough AAP,1
Nifty Slumps Below 10 000 As Markets Hit 30 Month Low Amid Global Selloff 10 Things To Know,-1
AAP Get ready I see big move come 440 Triple Bottom Here,1
Sensex Nifty Likely To Open Sharply Lower Amid Global Selloff Over Pandemic Coronavirus Fears,-1
FS nice trade peep Take trail Hammer fully form,1
Coronavirus Global Stocks Plunge After Donald Trump Announces Ban On Travel From Europe,-1
AAP Gonzo,1
Coronavirus Pandemic Crude Oil Drops Nearly 4 As US Bans Travel From Europe,-1
AAP market hat ow P High EPS NO Debt HGE profit something wrong IMHO,1
Sensex Nifty End Volatile Session On A Flat Note,-1
ANA Bought 8 mar call top long position,1
Sensex Nifty Struggle To Stay Positive Amid Volatile Trade,-1
JET sell 9 22 take profit,1
Sensex Opens 166 Points Lower Nifty Starts Day At 10 334 IT Stocks Worst Hit,-1
user user BAC buy Yep Full position Now,1
Sensex open 166 point lower 35 469 Nifty start day 10 350 IT stock worst hit Sensex Nifty MarketUpdates,-1
Pretty soon take one share purchase offer BK A PCN APP move market 2 NoMoreVolume,1
Sensex Nifty Likely To Open Lower As Markets Resume Trading After Holiday,-1
chear AAP holics allot bull get butcher GOOG,1
Tata Steel Europe To Cut 1 250 Jobs In Turnaround Push,-1
user AAP Earnings hope flush GS conference hope flush Annual meet hope flush time buy IMHO,1
Foreign Investors Pull Out Rs 12 478 Crore From Stocks So Far In March Set To Turn Net Sellers After 6 Months,-1
